,Artist,Title,Top100,URI
450,the guess who,american woman - remastered,0,3LQPTJEqOfljGBxmpgUnoC
451,blue öyster cult,(don't fear) the reaper,0,5QTxFnGygVM4jFQiBovmRo
452,neil young,heart of gold,0,1Q1b8eVkUPGlpSArl8JAVw
453,jackson browne,running on empty,0,6aqm56xP40foYBBtAWWrnY
454,dire straits,sultans of swing,0,6cr6UDpkjEaMQ80OjWqEBQ
456,queen,we are the champions - remastered 2011,0,7ccI9cStQbQdystvc6TvxD
457,bachman-turner overdrive,you ain't seen nothing yet,0,0HOrDVS349XFcpCYsO2hAP
458,pink floyd,"another brick in the wall, pt. 1",0,7K6xMPtAjTuLPNlJMLf5bS
460,the allman brothers band,ramblin' man,0,5cfYurP1XKldMBtvBBJiTs
461,james taylor,fire and rain,0,3LcYYV9ozePfgYYmXv0P3r
462,the who,baba o'riley,0,3qiyyUfYe7CRYLucrPmulD
463,blondie,heart of glass - special mix,0,0a4agFmqHXxcZl1nho1BxM
464,the knack,my sharona,0,1HOMkjp0nHMaTnfAkslCQj
465,elton john,bennie and the jets - remastered 2014,0,0dBatXn1vVUl0jLgXRClwD
466,eddie money,baby hold on,0,5ZYvcJ04ccUw2Matbnmu0U
468,rush,2112: overture / the temples of syrinx / discovery / presentation / oracle / soliloquy / grand finale - medley,0,5H8xFHau0x3PI1CssO6EaX
469,mott the hoople,all the young dudes,0,0WNGPpmWqzPnk0psUhJ3SX
470,free,all right now,0,1gcESexgftSuLuML57Y69q
471,bruce springsteen,backstreets,0,4cKJsZuzbNBpdxeMC9pBQG
472,heart,barracuda,0,4KfSdst7rW39C0sfhArdrz
473,sweet,ballroom blitz,0,3Pu3IChaAoa5EjgUBv5F6x
474,ram jam,black betty,0,2ZOTtG7v1OrSNs6EINIGb4
475,the rolling stones,beast of burden - remastered,0,77oU2rjC5XbjQfNe3bD6so
476,paul mccartney,band on the run - remastered 2010,0,1H4idkmruFoJBg1DvUv2tY
477,tom petty and the heartbreakers,breakdown,0,5x53pbGk6sbl1BGom19QQ5
478,kansas,carry on wayward son,0,4DMKwE2E2iYDKY01C335Uw
479,ted nugent,cat scratch fever,0,0SvfyHYDp2uIsHt53LDlI9
480,simon & garfunkel,bridge over troubled water,0,6QhXQOpyYvbpdbyjgAqKdY
481,van morrison,caravan,0,1US01PIcb3RFVrcN8mO8CS
482,bad company,can't get enough - remastered version,0,3DnzFhjydj8XXtCAnVKz14
483,zz top,cheap sunglasses,0,23GKaCeOwUt6MQyCwi4M26
484,the doobie brothers,china grove,0,7cy1bEJV6FCtDaYpsk8aG6
485,boston,foreplay / long time,0,39C5FuZ8C8M0QI8CrMsPkR
486,styx,come sail away,0,0PsbWiVtix5FoTZ1s00mEl
487,supertramp,give a little bit,0,6XUHsYE38CEbYunT983O9G
488,jackson browne,doctor my eyes,0,3QcuZo6WLcFkqqLmDs0d95
489,bad company,feel like makin' love - 2015 remastered version,0,2ljs8aTckRnCuQP9MxqoFO
490,peter frampton,do you feel like we do,0,3AMFDhgJx5sIYw1ukbiEk4
491,the doors,l.a. woman,0,6R1HvKF2W8EECiCrM51mrj
492,genesis,the lamb lies down on broadway (platinum collection version),0,2Nt7pyRux0CB8i2KB4DMVT
493,bob dylan,knockin' on heaven's door - remastered,0,6HSXNV0b4M4cLJ7ljgVVeh
494,steely dan,deacon blues,0,7Hx2EA4wGaxtsiZCVVLV1i
496,joe walsh,life's been good,0,2wvMC5EyaaYQwBfiwwY2xE
497,jethro tull,locomotive breath,0,0MYNeFsKpzBHwrJGfWZysV
498,neil young,like a hurricane,0,1n6gDSllAqVSweuFD82hNH
499,electric light orchestra,livin' thing,0,2hdNya0b6Cc2YJ8IyaQIWp
500,meat loaf,paradise by the dashboard light,0,2g7gviEeJr6pyxO7G35EWQ
501,guns n' roses,paradise city,0,6eN1f9KNmiWEhpE2RhQqB5
503,scorpions,rock you like a hurricane,0,58XWGx7KNNkKneHdprcprX
504,mötley crüe,dr. feelgood,0,7GonnnalI2s19OCQO1J7Tf
505,def leppard,pour some sugar on me - remastered 2017,0,0PdM2a6oIjqepoEfcJo0RO
508,bon jovi,you give love a bad name,0,0rmGAIH9LNJewFw7nKzZnc
509,winger,seventeen,0,2ZS0wDcdfrJPC86u5aJGo9
510,cinderella,nobody's fool,0,01Q4wU19hamqnhNjtuvTyI
511,dio,rainbow in the dark,0,2PpNgmrS9mAyrkRAwn6YPq
512,ratt,lay it down,0,3D5ORNm9spaTcdRx50ksHx
513,bon jovi,bad medicine,0,72hcFp4tYkd3dbNA9dZ3Pv
514,quiet riot,metal health (bang your head),0,28clONjZmul6FjfO6tZQDE
515,europe,the final countdown,0,3MrRksHupTVEQ7YbA0FsZK
516,mötley crüe,home sweet home,0,4zXvB4MoQD8onk0NCZbeHG
517,scorpions,no one like you,0,26fZwf1ImE4aUJ4XaqOkUg
518,lita ford,close my eyes forever,0,43thLwzSasUUZEYjYPeJh3
519,guns n' roses,welcome to the jungle,0,0G21yYKMZoHa30cYVi1iA8
520,poison,every rose has its thorn - remastered 2003,0,43GS3mtezoIFiuIZCLLiDY
522,kiss,lick it up,0,3cXiUuiGpFmZ8OdAWKk8Ck
523,great white,once bitten twice shy,0,7pkWZL0kA26s754CwyK0SH
524,bon jovi,wanted dead or alive,0,0oerlffJSzhRVvtDfLcp3N
525,cinderella,don't know what you got (till it's gone),0,5QRs63VVKNaqUjg6XSSckM
526,ratt,you're in love,0,3D3lmTEhuWaunO1yxpYPD8
527,mötley crüe,"girls, girls, girls",0,5xLyTbCFONUGUuG0LtUxjn
529,bon jovi,livin' on a prayer,0,37ZJ0p5Jm13JPevGcx4SkF
530,guns n' roses,sweet child o' mine,0,7snQQk1zcKl8gZ92AnueZW
531,quiet riot,cum on feel the noize,0,6FBmHx1FuaSnTnnnaThgbF
532,van halen,jump,0,7N3PAbqfTjSEU1edb2tY8j
533,europe,rock the night,0,3J9NEWkd9Cx1MwSSvDySkL
535,loverboy,working for the weekend,0,35k31HZI4z9PbBOioaI4dZ
536,dio,holy diver,0,57fqmDaokbxZ3TaB0jp39q
537,mötley crüe,kickstart my heart,0,7GonnnalI2s19OCQO1J7Tf
538,ratt,round and round,0,5B6Z7NwVqA7W3UFiqBdEJC
539,twisted sister,we're not gonna take it,0,1hlveB9M6ijHZRbzZ2teyh
540,warrant,cherry pie,0,7LygtNjQ65PSdzVjUnHXQb
541,y&t,summertime girls - studio version,0,2kR3B09M6KeJnchOkxwszt
542,skid row,18 and life,0,0qgrrDnUUhyxpxbBznUnzg
543,kiss,heaven's on fire,0,1brpdmqkx3kSxyqzqXfW7J
544,aerosmith,dude (looks like a lady),0,6gQUbFwwdYXlKdmqRoWKJe
545,cinderella,gypsy road,0,2F8Glc7r4mHHSCEegD4Ju1
546,dokken,alone again,0,1j06ieEC2BOCM0fTmYhn2l
547,alice cooper,poison,0,5XcZRgJv3zMhTqCyESjQrF
548,mr. big,addicted to that rush,0,1RCOCHtcnVWoWNSarMlwyd
549,xyz,inside out,0,5CWWOxTehNz94b4Xs0xFYV
550,w.a.s.p.,i wanna be somebody,0,6w8dBm5KlXxWejYrbGS1EJ
552,ozzy osbourne,over the mountain,0,0i1RTnH2Lj5gTDRU5wtyT2
553,gary moore,wild frontier - remastered 2002,0,1o0hcMxI6jYzQm6ApPde3L
555,rainbow,i surrender,0,6G72gzABviuul6g4BSmKqM
556,vixen,edge of a broken heart,0,2mEk0VdrbDJ11DBC6Y92mh
557,queensrÿche,i don't believe in love - remastered 2003,0,0U2TocFjqul3sis3sE5jZl
558,joan jett & the blackhearts,i hate myself for loving you,0,2HXixVqzzm9rEUIMAWzshl
559,survivor,eye of the tiger,0,2KH16WveTQWT6KOG9Rg6e2
560,lita ford,kiss me deadly,0,0kFM6t9htbB53Dg8frGDGh
561,skid row,i remember you,0,4ZpXHlV2vQVfPXUvbDSZ92
562,mötley crüe,wild side,0,41wWrTueWew7qUU0Ru87Mp
564,poison,fallen angel - remastered,0,27kMqdX3aoN3gBndVKlTfR
565,mötley crüe,shout at the devil,0,1hqrYSqvNc9x3BETX1cZhk
566,bon jovi,runaway,0,0X1sqQ652p1sceKM2nJlIJ
567,cinderella,shake me,0,1Qjpl8Kav6rrO92ZuG0OK8
568,tesla,modern day cowboy,0,5ZIU2kT1wNjQNclQeVCz5O
569,van halen,why can't this be love,0,0TaT50ZZxT4ytZxuqkE3A9
570,slaughter,up all night,0,1AsRjeavWPH8sCQbjMP8Xh
571,damn yankees,high enough,0,5t5rCnsgRBtcKqTB7SbD1Q
572,judas priest,living after midnight,0,0IXpUl1fn2QZcBavfuq0H4
573,w.a.s.p.,wild child,0,3iC3Numiy9P3AkF7iioKmx
575,ozzy osbourne,bark at the moon,0,2E7W1X4maFFcjHrVrFA7Vs
576,dokken,in my dreams (re-recorded / remastered),0,5IXUAYqwxmAFj69RWYFzbU
577,night ranger,sister christian,0,57trQKFZdJxHia4sMJioWk
579,motörhead,ace of spades,0,6EPRKhUOdiFSQwGBRBbvsZ
580,kix,don't close your eyes,0,7wrBlgNqYBAC5yFfO4fnYb
581,kiss,detroit rock city,0,2jz6rWGqVCYsymwxGoaON4
583,firehouse,don't treat me bad,0,4lbhQdbiTpNP7GowZG8KsM
584,journey,don't stop believin',0,4bHsxqR3GMrXTxEPLuK5ue
585,faster pussycat,house of pain,0,46Qy1xAr2K7rylRYwdQ6Gw
588,ac/dc,you shook me all night long,0,2SiXAy7TuUkycRVbbWDEpo
589,kiss,i was made for lovin' you,0,07q0QVgO56EorrSGHC48y3
590,dokken,breaking the chains,0,2W7CvGjipq3EmHqNGN7lN9
591,warrant,uncle tom's cabin,0,3WW3g2scq0m7ZY5JCxrdWw
592,ozzy osbourne,"mama, i'm coming home",0,0S3gpZzlT9Hb7CCSV2owX7
593,david lee roth,just like paradise,0,5ZY7Gug850kv4heJcWZGHM
594,rainbow,since you been gone,0,6xq5DxZWGgdStAxGAil0yw
595,vixen,cryin',0,1Fu3vJJwVKY7c7JnTX3Mvi
596,scorpions,wind of change,0,3ovjw5HZZv43SxTwApooCM
597,the police,every breath you take,0,1JSTJqkT5qHq8MDJnJbRE1
598,air supply,all out of love,0,7dQC53NiYOY9gKg3Qsu2Bs
601,debbie gibson,foolish beat,0,0KhiesN7gLBPEQhKsBmrI1
602,van morrison,have i told you lately,0,1VsGYaCBFjCVudtX9IGqDg
603,reo speedwagon,can't fight this feeling,0,5WwqdeavrQrbeAMDxGawse
604,air supply,every woman in the world - digitally remastered 1999,0,2bVvLBQ1m0KQKh3fQVwX3Q
605,peabo bryson,tonight i celebrate my love,0,7JOyY9GA3P2Evx50oetDKb
607,bad english,when i see you smile,0,0tKjVEJlX3IZ5L1rEJc5hh
608,the cars,drive - remastered,0,7rODOF4Kjtn8a8giku1B4D
609,kenny rogers,we've got tonight,0,5vXsj8L4DK1gGQ43BBG028
610,glenn frey,lover's moon,0,2QlVjJhaIWXoN6LfCIVfPi
611,new kids on the block,i'll be loving you (forever),0,1cy5US2dffz6QGBAIzOGkq
613,george benson,nothing's gonna change my love for you,0,0vB4Vd6PtkJSEnWsmqATnZ
614,journey,open arms,0,2w4EpqGasrz9qdTwocx54t
615,air supply,the one that you love,0,3FDAd5vW4P7xe1GBNOLyfD
617,cheap trick,the flame,0,528CAH5pTLq86oZ52fHifA
618,starship,nothing's gonna stop us now,0,3X7uFMzJrEE0sxn62qd8Ch
619,lionel richie,"say you, say me",0,17CPezzLWzvGfpZW6X8XT0
620,bryan adams,straight from the heart,0,5w3lFYtNXK7lpvuMpnQQys
621,a-ha,take on me,0,2WfaOiMkCvy7F5fcp2zZ8L
622,foreigner,waiting for a girl like you,0,2OgVsp77En2nju8pnCieVU
623,george michael,careless whisper,0,4jDmJ51x1o9NZB5Nxxc7gY
624,barbra streisand,woman in love,0,1pTGc8pwyo6xtgXBKCBcFn
625,phil collins,do you remember? - 2016 remastered,0,3TLtCHUaiMHcQcJVGVW2p2
626,roxette,listen to your heart,0,78TnMTAFmWUWWCgNXR7D3K
627,peter cetera,glory of love,0,1eyq8cjUQ2daFthW2PC2GM
628,berlin,"take my breath away - love theme from ""top gun""",0,15MJ5NThPjj6xhPcts8MiY
629,dave grusin,it might be you (theme from tootsie),0,3TRexXc7XRFVZA1WZPkOGY
630,chris de burgh,the lady in red,0,1GeNWyZtCHbcp3ZWp8GTOO
631,cyndi lauper,time after time,0,1Jj6MF0xDOMA3Ut2Z368Bx
633,paul young,every time you go away,0,05fHQeRbCSjKVS6z0WbQKJ
634,foreigner,i want to know what love is - remastered,0,1NibmFMJtdf78yjO01Ua5n
635,journey,faithfully,0,57ebBLITHpRgRKGrlbxMZS
636,bonnie tyler,total eclipse of the heart,0,5prTs2HAw2G4idHZyeFp8o
637,u2,with or without you - remastered,0,6ADSaE87h8Y3lccZlBJdXH
638,heart,alone,0,54b8qPFqYqIndfdxiLApea
639,richard marx,right here waiting,0,4LFwNJWoj74Yd71fIr1W8x
641,tracy chapman,baby can i hold you,0,2DjWsDGgL1xNbhnr7f6t5F
642,the bangles,eternal flame,0,5MoDQWMDMaAGDEiWsJfeCi
643,cutting crew,(i just) died in your arms,0,0YPXkQthLWrhNGoKTbwCJ8
644,michael bolton,how am i supposed to live without you,0,3RMeOetCdXttthQK0clPuz
646,queen,another one bites the dust - remastered 2011,0,57JVGBtBLCfHw2muk5416J
647,the clash,should i stay or should i go - remastered,0,39shmbIHICJ2Wxnk1fPSdz
648,billy idol,dancing with myself,0,7fJnj6rso7N95oztvsxrWD
649,the police,every breath you take - remastered 2003,0,1JSTJqkT5qHq8MDJnJbRE1
651,inxs,need you tonight,0,5eU8qMd0TpaLqTGDZJaLDs
652,journey,any way you want it,0,71SvEDmsOwIWw1IozsZoMA
653,prince,when doves cry,0,51H2y6YrNNXcy3dfc3qSbA
655,a flock of seagulls,i ran,0,2Rwux3fRY1xxl167muIo93
657,depeche mode,personal jesus - original seven inch version,0,1xShPgQbOUa98avWJQFDBY
658,u2,desire,0,4D01oA1mGouaAT7fubvKRT
661,michael jackson,billie jean,0,5ChkMS8OtdzJeqyybCc9R5
662,u2,where the streets have no name - remastered,0,4qgZs0RNjdzKAS22lP0QjY
663,r.e.m.,stand - remastered,0,22UhQSbYimuCnvI0Y07gFX
664,jane's addiction,jane says,0,7c1Dar0pIAW7w5TzaGjt9t
666,men without hats,the safety dance,0,4t5lrf5rFX6JWAUPKCDlKk
668,dead or alive,you spin me round (like a record),0,7uHO4AmKtyGa5v5fsElGoC
669,tears for fears,shout,0,2gQaQUhDCNGfBVXTvxAmXQ
670,soft cell,tainted love,0,58E1XVmZTODC67YNjneuXM
671,mötley crüe,dr feelgood,0,7GonnnalI2s19OCQO1J7Tf
672,bryan adams,summer of '69,0,0GONea6G2XdnHWjNZd6zt3
673,metallica,one,0,0LAcM6I7ijW4VVW0aytl1t
674,dire straits,money for nothing,0,4yqtwO7MQIIXqoiRBPHAgR
675,rick springfield,jessie's girl,0,5RsUlxLto4NZbhJpqJbHfN
676,dexys midnight runners,come on eileen,0,6tmslRyHPI7dyTe8rAHcbQ
677,beastie boys,fight for your right,0,5NLuC70kZQv8q34QyQa1DP
679,george michael,faith - remastered,0,0HEmnAUT8PHznIAAmVXqFJ
680,tears for fears,everybody wants to rule the world,0,4RvWPyQ5RL0ao9LPZeSouE
681,frankie goes to hollywood,relax,0,2K22nUTdyr48JDwI5t906t
683,simple minds,don't you (forget about me),0,3fH4KjXFYMmljxrcGrbPj9
684,don henley,the boys of summer,0,4gvea7UlDkAvsJBPZAd4oB
685,robert palmer,addicted to love,0,5izGeTxueiFX1UPFGohY9w
686,u2,i still haven't found what i'm looking for - remastered 2007,0,3MRQ3CSjoiV1HFil8ykM9M
687,jane's addiction,mountain song,0,5fKZJHzJ9d3MADArbm9muW
688,blondie,call me,0,7HKxTNVlkHsfMLhigmhC0I
689,iron maiden,run to the hills - 1998 remastered version,0,6URF6M1CT6cHu15cuiYbg3
690,iggy pop,real wild child (wild one),0,6ZAwEE4kTdtvyE66iRhFxR
691,billy idol,rebel yell,0,4TIJ7zSBNejpoIPaWpWRKc
692,u2,pride (in the name of love),0,3dh2LlmeMqKJbzn2WUgt3d
693,the cult,she sells sanctuary,0,4vnLdmUdkOworoveEzpEST
694,depeche mode,personal jesus - single version,0,73pRFkg9MXECx4FxMvG0SK
695,echo & the bunnymen,the killing moon,0,15049rGLXHwrWtE4euUb5C
696,inxs,don't change,0,6ck0CGe9BN9gW5oMmzbhs9
697,the cure,boys don't cry,0,4dneV7C1yDt9UtyxrQY375
698,the clash,rock the casbah - remastered,0,56KqaFSGTb7ifpt16t5Y1N
699,pixies,debaser,0,3FzKPS0oVknVlCW3PhxIHl
700,devo,whip it,0,4sscDOZCkbLSlDqcCgUJnX
701,nirvana,love buzz,0,150eNdHgoV9hYBUjsQXSVM
702,r.e.m.,it's the end of the world as we know it (and i feel fine),0,2oSpQ7QtIKTNFfA08Cy0ku
703,sonic youth,teen age riot (album version),0,0WIbzDVEpmOyBnqqdtqIL9
704,u2,sunday bloody sunday - remastered 2008,0,6C4LXC9UFH1IKiHYOp0BiJ
705,the buggles,video killed the radio star,0,6t1FIJlZWTQfIZhsGjaulM
706,fugazi,waiting room,0,5FFowl1Ve4S5OehL6OywSg
707,hüsker dü,don't want to know if you are lonely,0,4tPFEWRuNQhibDQSGB2PVE
708,faith no more,epic,0,4ReyTz0y3TGkX48wO3Llot
709,inxs,new sensation,0,2bxY1baYlyXNzmjOkFvqId
711,the cure,pictures of you - remastered,0,7kqB3o8wqP0tkx95clZ08G
712,toto,africa,0,2374M0fQpWi3dLnB54qaLX
713,eurythmics,sweet dreams (are made of this) - remastered,0,1TfqLAPs4K3s2rJMoCokcS
714,daryl hall & john oates,you make my dreams,0,4o6BgsqLIBViaGVbx5rbRk
715,whitney houston,i wanna dance with somebody (who loves me),0,2tUBqZG2AbRi7Q0BIrVrEj
716,new kids on the block,"80s baby - feat. salt-n-pepa, naughty by nature, tiffany, debbie gibson",0,2fE8m61nu1RNatGqPyEtRa
717,joan jett & the blackhearts,i love rock 'n roll,0,2Cdvbe2G4hZsnhNMKyGrie
718,michael jackson,beat it - single version,0,1OOtq8tRnDM8kG2gqUPjAj
719,billy joel,uptown girl,0,5zA8vzDGqPl2AzZkEYQGKh
720,kenny loggins,footloose,0,6W2VbtvMrDXm5vYeB7amkO
721,the pointer sisters,i'm so excited,0,1ot6jEe4w4hYnsOPjd3xKQ
722,aretha franklin,freeway of love - single mix,0,6Uhmf736HHPm5i9wrNyZuR
723,new kids on the block,you got it (the right stuff),0,4buDeg67vos7KP1yHrS9wl
724,bruce springsteen,hungry heart,0,1KsI8NEeAna8ZIdojI3FiT
725,men at work,down under,0,46RVKt5Edm1zl0rXhPJZxz
726,dolly parton,9 to 5,0,4w3tQBXhn5345eUXDGBWZG
727,toto,rosanna,0,37BTh5g05cxBIRYMbw8g2T
728,wham!,wake me up before you go-go - remastered,0,5qFPs70nZD1fQZOi7u7cIZ
729,daryl hall & john oates,maneater,0,7j74lucZ59vqN67Ipe2ZcY
730,peter gabriel,in your eyes,0,4qN7nSAVTjPfOOz0wkRQpM
731,rick astley,never gonna give you up,0,7GhIk7Il098yCjg4BQjzvb
733,bruce springsteen,dancing in the dark,0,7FwBtcecmlpc1sLySPXeGE
734,nena,99 luftballons,0,4ZhPLoMzZwewHLLjV1J15c
735,cyndi lauper,girls just want to have fun,0,4y1LsJpmMti1PfRQV9AWWe
736,ac/dc,thunderstruck,0,57bgtoPSgt236HzfBOd8kj
737,scorpions,rock you like a hurricane,0,58XWGx7KNNkKneHdprcprX
738,kenny loggins,danger zone,0,34x6hEJgGAOQvmlMql5Ige
739,paul simon,you can call me al,0,0qxYx4F3vm1AOnfux6dDxP
740,starship,we built this city,0,6OnfBiiSc9RGKiBKKtZXgQ
741,the romantics,what i like about you,0,6NdcSEhpGGAYXNnnhGS2s6
742,rockwell,somebody's watching me - single version,0,6A4Jc8npNo79BOgsrPptLA
743,whitney houston,how will i know,0,5tdKaKLnC4SgtDZ6RlWeal
744,billy ocean,caribbean queen (no more love on the run),0,72dwliDcUH6g2TFiMTEbE9
745,bill medley,(i've had) the time of my life,0,4BFMQ15vXr626UOoZL8bUI
746,run–d.m.c.,walk this way (feat. aerosmith),0,6qUEOWqOzu1rLPUPQ1ECpx
747,matthew wilder,break my stride,0,1mCsF9Tw4AkIZOjvZbZZdT
748,men at work,who can it be now?,0,5rfJ2Bq2PEL8yBjZLzouEu
749,prince,kiss,0,62LJFaYihsdVrrkgUOJC05
750,midnight oil,beds are burning - remastered,0,1CtAzw53AIXKjAemxy4b1j
752,deniece williams,let's hear it for the boy,0,4VyU9Tg4drTj2mOUZHSK2u
754,billy joel,it's still rock and roll to me,0,64UioB4Nmwgn2f4cbIpAkl
755,thompson twins,hold me now,0,0BJU4rYOfj43xHw6gvTIwE
756,joan jett & the blackhearts,everyday people,0,2XsBSbENuPJNqp50W3iy48
757,the romantics,talking in your sleep,0,7fRvtXvJMpGfTLdF0M09a1
758,the pointer sisters,jump (for my love),0,4k0bXm9Q4RaTuYi09i4lKK
759,steve perry,oh sherrie,0,4zEi4tr3lEhiAvTRxEzbEz
760,bow wow wow,i want candy,0,6J8IwGX3oHi7x9B57vmMMW
761,"ray parker, jr.","ghostbusters - from ""ghostbusters""",0,1uhbfBelDqjpRsstLd1AEq
762,eddie money,take me home tonight,0,7b4yGtR0rujvLi5EBfKKJ2
763,roy orbison,you got it,0,6r20M5DWYdIoCDmDViBxuz
764,kenny loggins,"i'm alright (theme from ""caddyshack"")",0,7vJnM5FUcOV3xAKJHSSUWj
765,the jacksons,shake your body (down to the ground) - single edit,0,6lSVidZXCnOnYAWcgIqVDF
766,the bangles,walk like an egyptian,0,1Jwc3ODLQxtbnS8M9TflSP
768,2pac,california love - original version,0,3djNBlI7xOggg7pnsOLaNm
769,public enemy,don't believe the hype,0,0VAoDsKh7Or84V8xP7p1Fs
771,missy elliott,the rain (supa dupa fly),0,2WRzpLD8qDRrxMXc63E5WJ
772,nas,the world is yours,0,7G3lxTsMfSx4yarMkfgnTC
773,naughty by nature,hip hop hooray,0,1w29UTa5uUvIri2tWtZ12Y
774,dr. dre,keep their heads ringin',0,7jIujRjK5JKNrMCcAvYUTN
776,coolio,gangsta's paradise,0,7lQWRAjyhTpCWFC0jmclT4
777,snoop dogg,gin and juice (feat. dat nigga daz),0,0WKYRFtH6KKbaNWjsxqm70
778,lil' kim,crush on you,0,1bb6bROP3OXMHcPw84MtmN
779,digital underground,the humpty dance,0,3OcQkcvTcohs8vO8Rd3sKF
780,big daddy kane,cause i can do it right,0,6XEuabQxnXdbDVB58k9FFv
781,house of pain,jump around,0,3TZwjdclvWt7iPJUnMpgcs
782,busta rhymes,put your hands where my eyes could see,0,1NHwvBmrUje4L1dxfWnXCH
785,wreckx-n-effect,rump shaker,0,4dY4JVC0Q9CwpeZ6JAclIc
786,makaveli,hail mary,0,4akCwzFRS8Syu5uFy7L1sG
787,luniz,i got 5 on it,0,4IYKjN1DrYzxKXt0umJqsG
788,snoop dogg,who am i (what's my name)?,0,5XhkV07Vou38wnrzwURUOC
790,ll cool j,mama said knock you out,0,6C7ZgThn6Yan5MTZdAEEFw
791,geto boys,mind playing tricks on me,0,63BokRfXSQhEU6Qi2dSJpZ
792,2pac,i get around,0,4voEoczU7Ijborps9XF1n3
793,the notorious b.i.g.,big poppa,0,2g8HN35AnVGIk7B8yMucww
794,mobb deep,"shook ones, pt. ii",0,33ZXjLCpiINn8eQIDYEPTD
795,the pharcyde,runnin',0,0XgpiStoxq1IJncYlPrvZ5
797,wu-tang clan,bring da ruckus,0,1v5cgIyffYtfEx0swttdoE
798,a tribe called quest,oh my god,0,6FI3RJ58Ztl0X1VtA6pVs9
799,snow,informer,0,2LjiPAQOVazT8sRyXL3XRs
800,fugees,killing me softly with his song,0,0Q0IVlqMV64kNLlwjPj0Hl
801,faith evans,love like this - 2016 remaster,0,3pYkhCA97OPAwO6rkWLRcQ
803,cypress hill,insane in the brain,0,1oTHteQbmJw15rPxPVXUTv
804,sir mix-a-lot,baby got back,0,1SAkL1mYNJlaqnBQxVZrRl
805,beastie boys,sabotage,0,0Puj4YlTm6xNzDDADXHMI9
807,public enemy,fight the power,0,1yo16b3u0lptm6Cs7lx4AD
808,mc hammer,u can't touch this,0,1B75hgRqe7A4fwee3g3Wmu
809,arrested development,tennessee - remastered,0,5K8qwhQQSAj9ebIvlNJY8q
810,ll cool j,around the way girl,0,6jL1SnyXcXiKOmw4M2RnmT
813,a tribe called quest,can i kick it?,0,3Ti0GdlrotgwsAVBBugv0I
815,big daddy kane,"very special - feat. spinderella, laree williams and karen anderson",0,2xjg1z0HGKmOT400mju8En
816,busta rhymes,woo hah!! got you all in check,0,4Env81X804zj3d0DHQD0ri
817,mark morrison,return of the mack,0,3jDdpx9PMlfMBS5tOBHFm9
818,biz markie,just a friend,0,3yNVfRQlUPViUh8O2V9SQn
819,ol' dirty bastard,shimmy shimmy ya,0,3ABG1UQTk0eLYUAeWkmfMi
820,jermaine dupri,money ain't a thang,0,12LjNmRrdzhTn1vMcxN81m
821,ol' dirty bastard,got your money (feat. kelis),0,6YYd5MLpu45J0uLrMdivF7
822,candyman,knockin' boots,0,4bvqOj9QiH6qKecLiefKst
823,will smith,gettin' jiggy wit it,0,0weAUscowxeqDtpCgtbpgp
824,wyclef jean,gone till november,0,6Gd123r71KDdpH8JRdYvrh
825,digable planets,rebirth of slick (cool like dat),0,26q6YTrXt9l8qshIveiTX9
826,tlc,no scrubs,0,1KGi9sZVMeszgZOWivFpxs
827,ms. lauryn hill,doo wop (that thing),0,0uEp9E98JB5awlA084uaIg
828,dj jazzy jeff & the fresh prince,summertime - single edit,0,5cFcWAWIcnV38t4YCWQiZZ
829,pras,ghetto supastar (that is what you are),0,31bf9SEOppLU6lQ85d8om6
830,blackstreet,no diggity,0,6MdqqkQ8sSC0WB4i8PyRuQ
831,big pun,still not a player (feat. joe),0,3GKL13lkM5nRc4zC1lIOrR
832,skee-lo,i wish - radio edit,0,0QMHVTnrFTQJoaqmkdsKhT
833,warren g,regulate,0,7nYvUtkQMx1v80S2FH2s9J
834,heavy d & the boyz,now that we found love,0,1KONmY3enP3r3nIPQidWAy
835,method man,i'll be there for you/you're all i need to get by,0,6C3yPXYG2NJYlIYVe5J7hv
836,ice cube,it was a good day,0,2qOm7ukLyHUXWyR4ZWLwxA
837,da brat,funkdafied,0,29VrHhpC5AS9b7XJYDPhqb
838,erykah badu,on & on,0,0tNuJpBgtE65diL6Q8Q7fI
839,snoop dogg,murder was the case (death after visualizing eternity) (feat. dat nigga daz),0,2wzMOVWqLMBNx7wVvJ7tt0
840,red hot chili peppers,under the bridge,0,3d9DChrdc6BOeFsbrZ3Is0
842,natalie imbruglia,torn - acoustic mtv unplugged,0,1iPvdHIQQSNJ4iRm92Bcbx
843,oasis,wonderwall,0,5wj4E6IsrVtn8IBJQOd0Cl
844,tracy chapman,give me one reason,0,4vDBJeeQCbhP9FaPPMsYkY
845,radiohead,high and dry,0,5jafMI8FLibnjkYTZ33m0c
846,shawn colvin,sunny came home,0,4mOxpj82q6n3EO7HBZCelX
847,mazzy star,fade into you,0,1LzNfuep1bnAUR9skqdHCK
848,the verve,bitter sweet symphony,0,57iDDD9N9tTWe75x6qhStw
850,third eye blind,how's it going to be,0,3Uvx1TO0Kg5HgGPk58lHXv
851,the goo goo dolls,iris,0,6Qyc6fS4DsZjB2mRW9DsQs
852,counting crows,mr. jones,0,5DiXcVovI0FcY2s0icWWUu
853,green day,good riddance (time of your life),0,6ORqU0bHbVCRjXm9AjyHyZ
854,jewel,you were meant for me,0,14sVnTYvfzo9sQM4RkQTaq
